	GCF_000261345.2 | Streptomyces globisporus C-1027 - ST 245:245	GCF_000498935.1 | Streptomyces sp. HCCB10043 - ST 259:246	GCF_000698495.1 | Streptomyces sp. NTK 937 - ST 265:247	GCF_000719355.1 | Streptomyces griseus NRRL F-5144 - ST 292:248	GCF_000721185.1 | Streptomyces griseolus NRRL B-2925 - ST 314:249	GCF_000743295.1 | Streptomyces sp. JS01 - ST 329:250	GCF_001746305.1 | Streptomyces sp. EN23 - ST 408:251	GCF_001751305.1 | Streptomyces nanshensis SCSIO M10372 - ST 410:252	GCF_001905405.1 | Streptomyces sp. TSRI0445 - ST 416:253	GCF_001905785.1 | Streptomyces sp. CB02130 - ST 422:254	GCF_002154385.1 | Streptomyces albovinaceus NRRL B-2566 - ST 24:255	GCF_002217715.1 | Streptomyces sp. SS07 - ST 442:256	GCF_002551105.1 | Streptomyces sp. st170 - ST 451:257	GCF_002551135.1 | Streptomyces sp. st140 - ST 452:258	GCF_002551175.1 | Streptomyces sp. st77 - ST 454:259	GCF_002551335.1 | Streptomyces sp. ms184 - ST 457:260	GCF_002551345.1 | Streptomyces sp. ms115 - ST 458:261	GCF_002551375.1 | Streptomyces sp. gb14 - ST 459:262	GCF_002551415.1 | Streptomyces sp. f51 - ST 460:263	GCF_002551435.1 | Streptomyces sp. f150 - ST 462:264	GCF_002551475.1 | Streptomyces sp. b62 - ST 464:265	GCF_002705695.1 | Streptomyces sp. OspMP-M45 - ST 465:266	GCF_002803175.1 | Streptomyces sp. CB02613 - ST 469:267	GCF_002804165.1 | Streptomyces cavourensis 1AS2a - ST 470:268	GCF_002832675.1 | Streptomyces sp. S063 - ST 471:269	GCF_002910775.2 | Streptomyces sp. SM18 - ST 478:270	GCF_003024215.1 | Streptomyces sp. CS149 - ST 486:271	GCF_003116755.1 | Streptomyces sp. CS131 - ST 494:272	GCF_003116775.1 | Streptomyces sp. CS147 - ST 495:273	GCF_003147545.1 | Streptomyces globisporus TFH56 - ST 338:274	GCF_003330865.1 | Streptomyces atratus SCSIO_ZH16 - ST 499:275	GCF_003352445.1 | Streptomyces cavourensis TJ430 - ST 500:276	GCF_003353555.1 | Streptomyces sp. HB202 - ST 501:277	GCF_003949895.1 | Streptomyces sp. WAC04770 - ST 535:278	GCF_003989035.1 | Streptomyces sp. NP10 - ST 546:279	GCF_004000405.1 | Streptomyces sp. B27 - ST 549:280	GCF_006788935.1 | Streptomyces cavourensis DSM 41795 - ST 583:281	GCF_008180165.1 | Streptomyces parvus C05 - ST 595:282	GCF_008632535.1 | Streptomyces parvus NRRL B-1455 - ST 596:283	GCF_009811575.1 | Streptomyces glebosus NBRC 13786 - ST 614:284	GCF_009862465.1 | Streptomyces sp. SID4941 - ST 624:285	GCF_009863145.1 | Streptomyces sp. SID4937 - ST 631:286	GCF_009863235.1 | Streptomyces sp. SID4925 - ST 465:287	GCF_009864905.1 | Streptomyces sp. SID8378 - ST 633:288	GCF_009865365.1 | Streptomyces sp. SID4912 - ST 260:289	GCF_009872565.1 | Streptomyces sp. SID5614 - ST 642:290	GCF_010548175.1 | Streptomyces halstedii SID11342 - ST 647:291	GCF_010548665.1 | Streptomyces parvus SID7590 - ST 654:292	GCF_013363455.1 | Streptomyces sp. CAI-121 - ST 672:293	GCF_013363475.1 | Streptomyces sp. KAI-26 - ST 674:294	GCF_013363655.1 | Streptomyces sp. CAI 127 - ST 676:295	GCF_013363665.1 | Streptomyces sp. CAI-68 - ST 672:296	GCF_013363675.1 | Streptomyces sp. CAI-24 - ST 677:297	GCF_013363735.1 | Streptomyces sp. CAI-155 - ST 678:298	GCF_014648655.1 | Streptomyces atratus JCM 3386 - ST 702:299	GCF_014648875.1 | Streptomyces parvus JCM 4069 - ST 596:300	GCF_014649215.1 | Streptomyces cavourensis JCM 4298 - ST 583:301	GCF_014649535.1 | Streptomyces gelaticus JCM 4376 - ST 706:302	GCF_014649875.1 | Streptomyces rubiginosohelvolus JCM 4415 - ST 708:303	GCF_014656235.1 | Streptomyces glebosus JCM 4954 - ST 614:304	GCF_016612575.1 | Streptomyces sp. MBT67 - ST 734:305	GCF_016612645.1 | Streptomyces sp. MBT61 - ST 734:306	GCF_016612665.1 | Streptomyces sp. MBT60 - ST 736:307	GCF_016612705.1 | Streptomyces sp. MBT56 - ST 737:308	GCF_016612725.1 | Streptomyces sp. MBT54 - ST 737:309	GCF_016612775.1 | Streptomyces sp. MBT98 - ST 737:310	GCF_016654055.1 | Streptomyces sp. MBT55 - ST 740:311	GCF_016654065.1 | Streptomyces sp. MBT59 - ST 734:312	GCF_900090065.1 | Streptomyces sp. OspMP-M45 - ST 465:313	GCF_900091745.1 | Streptomyces sp. DpondAA-D4 - ST 260:314	GCF_900091765.1 | Streptomyces sp. PalvLS-984 - ST 624:315	GCF_900091775.1 | Streptomyces sp. ScaeMP-e83 - ST 631:316	GCF_900091865.1 | Streptomyces sp. DvalAA-19 - ST 791:317	GCF_900092005.1 | Streptomyces sp. Cmuel-A718b - ST 794:318	GCF_900187925.1 | Streptomyces sp. PgraA7 - ST 633:319
GCF_016612575.1 | Streptomyces sp. MBT67 - ST 734:305	6606184	5120225	3115166	6811495	3119627	7115105	5781505	4797497	6485904	6626810	5934378	7123321	6554635	6902685	6350095	6537707	7150124	6792620	6779463	6919529	6838412	3115330	5713633	4956954	5813476	3060187	6113448	6197173	6323800	6488441	3163436	4941278	6565166	4757609	6807246	4802796	4931434	6208741	6192036	1534410	3054208	5133469	3115330	6413920	3123643	6668242	3034398	6020603	6312920	4938531	6330278	6309783	4927772	4927245	3123261	6221709	4926859	3075544	6851969	1533442	7710712	7519741	7028496	6661670	6668534	6734861	6701319	7534514	3116095	3122805	3056160	5131122	4943036	6226574	6417655
GCF_016612645.1 | Streptomyces sp. MBT61 - ST 734:306	6595291	5121542	3103893	6811098	3101654	7100833	5773648	4780703	6486714	6618714	5936030	7123685	6554955	6903274	6346667	6538716	7151647	6793934	6781825	6919523	6838556	3101983	5708470	4957118	5806668	3048526	6111230	6188835	6316013	6489599	3141460	4938847	6557314	4747504	6807575	4803939	4930458	6197596	6175838	1530637	3042010	5133412	3101983	6416131	3112851	6667637	3024071	6019395	6308633	4944047	6325704	6305713	4930022	4931082	3121578	6205205	4925239	3068316	6850697	1528748	7519741	7585461	7027908	6574176	6595966	6651456	6692790	7517744	3099739	3109893	3042790	5127214	4941699	6211326	6415202
GCF_016612665.1 | Streptomyces sp. MBT60 - ST 736:307	6645746	5105586	3049933	6800937	3067444	7122210	5747768	4774274	6500076	6644298	5928657	7150494	6511969	6952177	6327224	6492323	7216617	6764533	6751395	6919184	6815332	3070235	5703579	4940359	5820814	3047227	6082178	6138854	6298447	6483715	3119578	4936021	6533691	4741598	6795427	4803356	4918146	6172393	6103196	1495256	3011195	5124402	3070235	6341790	3057472	6656795	2995169	5973838	6244758	4926669	6265095	6242887	4944653	4923926	3116030	6133982	4914466	3057870	6803324	1493112	7028496	7027908	7531167	6509980	6530371	6583360	6615152	7021758	3070285	3056787	3010514	5124033	4927931	6133242	6342146
GCF_016612705.1 | Streptomyces sp. MBT56 - ST 737:308	6696101	5158305	3142782	6522622	3096574	6654527	5752836	4847384	6708663	6664954	6121731	6617588	6900751	6613592	6272523	6672921	6606168	6544662	6511990	6667589	6538381	3077093	5726864	4913142	5785611	3090702	6139516	6269251	6253855	6812893	3134437	4916189	6784586	4747633	6526017	4725848	4913468	6263983	6205715	1500461	3041703	5197710	3077093	6344553	3066581	6428666	3003047	6055341	6312731	4912903	6330011	6306223	4934682	4888678	3099040	6235827	4903642	3036630	6555428	1499089	6661670	6574176	6509980	8014560	8015916	8019296	7530639	6555362	3074968	3065965	3041757	5195186	4967489	6282037	6352476
GCF_016612725.1 | Streptomyces sp. MBT54 - ST 737:309	6726416	5164958	3149618	6550021	3103059	6684227	5773846	4865205	6732956	6686788	6143514	6649324	6938376	6640836	6295950	6697082	6635501	6565094	6533679	6698575	6562508	3082159	5753208	4925162	5806162	3095482	6166572	6283722	6279442	6847041	3145044	4934470	6813303	4758524	6550487	4741989	4919832	6277607	6228000	1501771	3049240	5209623	3082159	6366952	3072360	6448117	3024118	6073190	6338200	4926235	6357480	6333450	4946052	4899401	3108915	6263888	4914363	3043360	6584948	1500379	6668534	6595966	6530371	8015916	8118979	8024755	7554476	6576432	3077877	3067479	3047818	5206084	4987737	6304850	6374478
GCF_016612775.1 | Streptomyces sp. MBT98 - ST 737:310	6790951	5206265	3183241	6611706	3131467	6748351	5833243	4901468	6796858	6758812	6189579	6710767	7010306	6705594	6352878	6761935	6696061	6630019	6596349	6759794	6623804	3114444	5801697	4976986	5870546	3132635	6227194	6345797	6333778	6913060	3174559	4985969	6880549	4797067	6614432	4786712	4972294	6336199	6287588	1520726	3079779	5262493	3114444	6424305	3103303	6513072	3041675	6122995	6394238	4979319	6411733	6389800	4996982	4952000	3139361	6320415	4966543	3068331	6642967	1513920	6734861	6651456	6583360	8019296	8024755	8107023	7621868	6629440	3110815	3101039	3079997	5257681	5034045	6363706	6435201
GCF_016654055.1 | Streptomyces sp. MBT55 - ST 740:311	6859755	5221996	3172650	6641836	3143346	6770863	5873919	4889759	6817078	6771700	6209693	6727754	7052507	6743671	6390312	6788261	6720681	6673567	6638546	6797908	6679045	3110643	5814676	4990163	5896949	3116360	6237629	6350024	6366451	6938636	3156847	4993091	6902461	4821771	6656896	4812015	4985184	6347925	6294471	1513733	3069144	5266371	3110643	6437779	3116728	6579236	3051279	6155587	6444024	4991458	6471095	6440932	5007306	4962894	3131531	6327485	4981021	3074066	6697062	1508670	6701319	6692790	6615152	7530639	7554476	7621868	7980612	6675867	3103941	3111684	3064588	5262099	5046462	6383165	6439692
GCF_016654065.1 | Streptomyces sp. MBT59 - ST 734:312	6578184	5092801	3092967	6787091	3090367	7076342	5760430	4756485	6464829	6593031	5918864	7102234	6529989	6877672	6321442	6516903	7121880	6773421	6760462	6894377	6812552	3093244	5682431	4931676	5789737	3038754	6080026	6162402	6292385	6470520	3120266	4917878	6533336	4732960	6784766	4783788	4906985	6177528	6149540	1521194	3037844	5116447	3093244	6383674	3102998	6643310	3017554	5991822	6284508	4919144	6301201	6281001	4903431	4907271	3098326	6179382	4903613	3054221	6829384	1519318	7534514	7517744	7021758	6555362	6576432	6629440	6675867	7559527	3093035	3102436	3039498	5113162	4920455	6185805	6384923
GCF_900090065.1 | Streptomyces sp. OspMP-M45 - ST 465:313	3126845	2748792	6724484	3145791	6941856	3135414	3062667	2916268	3123835	3132710	2930955	3130754	3103026	3129961	3133550	3134038	3130343	3144622	3110724	3136216	3141040	7407822	3045076	3158268	3060495	6704172	3110351	3121844	3108368	3112337	2932098	3151457	3139797	3096782	3134246	3082319	3151577	3150935	3105979	1375729	6663315	3274550	7407822	3132345	7053965	3098303	6426231	2992934	3131638	3154013	3115994	3131960	3148672	3145163	2944349	3125575	3144234	2920076	3143997	1377816	3116095	3099739	3070285	3074968	3077877	3110815	3103941	3093035	7407922	7006444	6659404	3275125	3193670	3111666	3131690
GCF_900091745.1 | Streptomyces sp. DpondAA-D4 - ST 260:314	3114330	2759451	6700105	3126382	6937978	3119379	3066217	2933203	3124189	3096380	2932992	3118646	3110452	3114570	3109108	3127874	3129578	3137539	3102266	3132840	3145936	7006444	3041795	3140494	3055034	6705909	3113183	3128494	3102823	3113416	2916544	3145794	3141684	3118127	3126132	3074159	3141538	3158503	3113873	1368677	6642716	3270121	7006444	3122638	7301238	3108696	6482930	2981172	3137124	3150931	3118538	3137913	3140478	3140665	2944966	3129140	3135611	2936953	3130898	1367157	3122805	3109893	3056787	3065965	3067479	3101039	3111684	3102436	7006444	7273112	6648316	3269747	3191022	3118772	3123574
GCF_900091765.1 | Streptomyces sp. PalvLS-984 - ST 624:315	3094103	2753808	6542600	3111505	6653931	3093901	3036632	2882390	3080144	3079676	2922657	3080433	3051052	3112635	3076183	3103482	3081156	3098307	3077253	3102446	3103747	6659404	3020424	3132953	3031704	6554017	3074378	3088899	3062751	3067495	2917926	3114829	3086857	3030418	3101943	3063337	3111874	3100880	3074306	1363930	7098159	3219297	6659404	3085556	6636614	3068218	6323951	2963722	3092545	3124824	3086724	3091636	3121790	3111961	2942860	3088135	3108364	2901852	3118047	1362128	3056160	3042790	3010514	3041757	3047818	3079997	3064588	3039498	6659404	6648316	7098159	3219771	3146668	3083062	3087744
GCF_900091775.1 | Streptomyces sp. ScaeMP-e83 - ST 631:316	5225629	4365946	3247456	5264680	3271319	5241680	4934589	5690698	5213067	5240643	4762697	5244546	5210996	5234838	5238703	5327267	5219995	5248153	5196614	5267594	5302357	3275125	4900686	5868293	4988110	3263094	5200971	5154657	5197571	5217195	3226694	5863425	5225908	5607322	5298606	5589429	5849546	5198973	5178324	1530937	3221071	7833966	3275125	5240570	3268833	5174282	3184178	5074257	5334425	5856803	5321266	5330421	5871062	5827529	3207704	5216679	5837402	3176244	5280587	1530767	5131122	5127214	5124033	5195186	5206084	5257681	5262099	5113162	3275125	3269747	3219771	7833966	5876956	5208278	5238141
GCF_900091865.1 | Streptomyces sp. DvalAA-19 - ST 791:317	4995971	4214720	3144674	5036054	3187840	5024941	4779509	7275033	4955181	4998890	4550239	5038630	4962982	4997839	4989730	5128757	5036811	5069314	5035628	5110870	5046512	3193670	4723706	7005369	4782506	3187222	4993172	5014936	4974280	4987867	3062809	7020488	4968891	7040760	5036492	6567537	7020362	5042639	4979807	1502288	3147553	5877628	3193670	4985246	3190487	4998766	3119754	4957214	5125732	7039730	5116949	5127268	7053816	7020243	3059140	5016244	7012756	3041251	5059959	1506879	4943036	4941699	4927931	4967489	4987737	5034045	5046462	4920455	3193670	3191022	3146668	5876956	8061879	5058327	4986987
GCF_900092005.1 | Streptomyces sp. Cmuel-A718b - ST 794:318	6308970	5421167	3125204	6363726	3123176	6310329	6082667	4902241	6296018	6341183	5755264	6263169	6342899	6362256	6815558	6472617	6275778	6403809	6383761	6468969	6369074	3111666	6395640	4975027	6103405	3121144	6715099	7461897	6809069	6313128	3146727	4973725	6346901	4824795	6364627	4888241	4992395	6914421	7297368	1506527	3084168	5209418	3111666	6844815	3120001	6349588	3059220	6419411	6755666	4984217	6743930	6754267	4986119	4997367	3142673	7325149	4992929	3113912	6369005	1504646	6226574	6211326	6133242	6282037	6304850	6363706	6383165	6185805	3111666	3118772	3083062	5208278	5058327	8143336	6862776
GCF_900187925.1 | Streptomyces sp. PgraA7 - ST 633:319	6433959	5399556	3165900	6645144	3123735	6455490	6128632	4868239	6487616	6481030	5918168	6447701	6555722	6605200	7764527	6526830	6466088	6596483	6492538	6531536	6676845	3131690	6321856	5019671	6193053	3149818	6678303	6887150	7573009	6455620	3174874	5005151	6614735	4788583	6637977	4906258	5001306	6789716	6826813	1516430	3088839	5240669	3131690	8317220	3127814	6423603	3076452	6364675	6749970	5014240	6770938	6750476	5008381	5001808	3166227	6880281	4995530	3104173	6527538	1513990	6417655	6415202	6342146	6352476	6374478	6435201	6439692	6384923	3131690	3123574	3087744	5238141	4986987	6862776	8317680
