FILE,marker,variant
GCF_000720055.1,gyrB,2
GCF_000720065.1,gyrB,2
GCF_000720115.1,gyrB,577
GCF_000720135.1,gyrB,704
GCF_000720175.1,gyrB,517
GCF_000720215.1,gyrB,357
GCF_000720235.1,gyrB,17
GCF_000720255.1,gyrB,639
GCF_000720295.1,gyrB,256
GCF_000720325.1,gyrB,680
GCF_000720395.1,gyrB,152
GCF_000720405.1,gyrB,210
GCF_000720455.1,gyrB,17
GCF_000720475.1,gyrB,115
GCF_000720485.1,gyrB,47
GCF_000720505.1,gyrB,334
GCF_000720565.1,gyrB,58
GCF_000720605.1,gyrB,58
GCF_000720635.1,gyrB,530
GCF_000720675.1,gyrB,422
GCF_000720715.1,gyrB,58
GCF_000720755.1,gyrB,256
GCF_000720765.1,gyrB,520
GCF_000720795.1,gyrB,497
GCF_000720835.1,gyrB,108
GCF_000720875.1,gyrB,483
GCF_000720885.1,gyrB,235
GCF_000721035.1,gyrB,648
GCF_000721045.1,gyrB,58
GCF_000721105.1,gyrB,413
GCF_000721185.1,gyrB,35
GCF_000721205.1,gyrB,2
GCF_000721235.1,gyrB,149
GCF_000721255.1,gyrB,116
GCF_000721335.1,gyrB,441
GCF_000721365.1,gyrB,465
GCF_000721415.1,gyrB,264
GCF_000721435.1,gyrB,46
GCF_000721455.1,gyrB,195
GCF_000721515.1,gyrB,670
GCF_000721525.1,gyrB,256
GCF_000721535.1,gyrB,391
GCF_000721575.1,gyrB,2
GCF_000721595.1,gyrB,152
GCF_000721605.1,gyrB,597
GCF_000721665.1,gyrB,314
GCF_000721685.1,gyrB,39
GCF_000721945.1,gyrB,477
GCF_000722185.1,gyrB,27
GCF_000725125.1,gyrB,315
GCF_000725475.1,gyrB,125
GCF_000725545.1,gyrB,11
GCF_000725555.1,gyrB,302
GCF_000725565.1,gyrB,192
GCF_000725635.1,gyrB,93
GCF_000725645.1,gyrB,441
GCF_000725655.1,gyrB,256
GCF_000725725.1,gyrB,175
GCF_000725745.1,gyrB,115
GCF_000725785.1,gyrB,129
GCF_000725795.1,gyrB,164
GCF_000725805.1,gyrB,175
GCF_000725885.1,gyrB,113
GCF_000738715.1,gyrB,161
GCF_000739045.1,gyrB,324
GCF_000739105.1,gyrB,348
GCF_000743295.1,gyrB,342
GCF_000745345.1,gyrB,177
GCF_000764715.1,gyrB,117
GCF_000772045.1,gyrB,328
GCF_000797385.1,gyrB,205
GCF_000800535.1,gyrB,26
GCF_000802245.2,gyrB,151
GCF_000805335.1,gyrB,560
GCF_000813365.1,gyrB,113
GCF_000816025.1,gyrB,519
GCF_000816465.3,gyrB,151
GCF_000816485.1,gyrB,151
GCF_000819545.1,gyrB,147
GCF_000829695.1,gyrB,467
GCF_000829715.2,gyrB,416
GCF_000830005.1,gyrB,170
GCF_000931445.1,gyrB,528
GCF_000935135.2,gyrB,340
GCF_000935185.3,gyrB,561
GCF_000955965.1,gyrB,129
GCF_000956015.1,gyrB,480
GCF_000958545.1,gyrB,424
GCF_000966955.1,gyrB,554
GCF_000966965.1,gyrB,17
GCF_000966975.1,gyrB,138
GCF_000968685.2,gyrB,466
GCF_000972395.1,gyrB,348
GCF_000972435.1,gyrB,180
GCF_000980885.2,gyrB,399
GCF_001005405.1,gyrB,161
GCF_001008135.1,gyrB,372
GCF_001013905.1,gyrB,141
GCF_001014595.1,gyrB,544
GCF_001040905.1,gyrB,106
GCF_001044425.1,gyrB,664
GCF_001047315.1,gyrB,489
GCF_001047325.1,gyrB,635
GCF_001187435.1,gyrB,583
GCF_001189025.1,gyrB,29
GCF_001189035.1,gyrB,372
GCF_001190165.1,gyrB,211
GCF_001267885.1,gyrB,405
GCF_001270485.1,gyrB,635
GCF_001270495.1,gyrB,635
GCF_001270505.1,gyrB,157
GCF_001270515.1,gyrB,174
GCF_001270565.1,gyrB,457
GCF_001270575.1,gyrB,75
GCF_001270635.1,gyrB,256
GCF_001270675.1,gyrB,2
GCF_001278075.1,gyrB,103
GCF_001278095.1,gyrB,187
GCF_001279005.1,gyrB,194
GCF_001279015.1,gyrB,58
GCF_001279025.1,gyrB,58
GCF_001279065.1,gyrB,192
GCF_001279075.1,gyrB,58
GCF_001279095.1,gyrB,58
GCF_001279105.1,gyrB,58
GCF_001279345.1,gyrB,278
GCF_001279355.1,gyrB,432
GCF_001279365.1,gyrB,314
GCF_001279375.1,gyrB,58
GCF_001279425.1,gyrB,2
GCF_001279445.1,gyrB,198
GCF_001279455.1,gyrB,412
GCF_001279485.1,gyrB,198
GCF_001279495.1,gyrB,201
GCF_001279615.1,gyrB,441
GCF_001279625.1,gyrB,518
GCF_001279685.1,gyrB,201
GCF_001279735.1,gyrB,2
GCF_001279765.1,gyrB,201
GCF_001279775.1,gyrB,551
GCF_001279805.1,gyrB,588
GCF_001279815.1,gyrB,201
GCF_001279845.1,gyrB,198
GCF_001279855.1,gyrB,201
GCF_001279885.1,gyrB,198
GCF_001279905.1,gyrB,201
GCF_001279925.1,gyrB,198
GCF_001279935.1,gyrB,201
GCF_001279965.1,gyrB,201
GCF_001280015.1,gyrB,667
GCF_001280045.1,gyrB,256
GCF_001280095.1,gyrB,272
GCF_001280125.1,gyrB,272
GCF_001282115.1,gyrB,238
GCF_001294335.1,gyrB,55
GCF_001294345.1,gyrB,27
GCF_001414545.1,gyrB,653
GCF_001417695.1,gyrB,682
GCF_001417735.1,gyrB,498
GCF_001418125.1,gyrB,113
GCF_001418135.1,gyrB,197
GCF_001418165.1,gyrB,673
GCF_001418175.1,gyrB,380
GCF_001418395.1,gyrB,445
GCF_001418415.1,gyrB,380
GCF_001418465.1,gyrB,15
GCF_001418475.1,gyrB,135
GCF_001418545.1,gyrB,113
GCF_001418625.1,gyrB,1
GCF_001418645.1,gyrB,146
GCF_001419695.1,gyrB,464
GCF_001419705.1,gyrB,673
GCF_001425805.1,gyrB,568
GCF_001426325.1,gyrB,29
GCF_001426405.1,gyrB,666
GCF_001427245.1,gyrB,344
GCF_001427565.1,gyrB,29
GCF_001427745.1,gyrB,666
GCF_001428885.1,gyrB,707
GCF_001431765.1,gyrB,434
GCF_001434355.1,gyrB,571
GCF_001445655.1,gyrB,575
GCF_001445835.1,gyrB,173
GCF_001469455.2,gyrB,467
GCF_001482415.1,gyrB,658
GCF_001485125.1,gyrB,591
GCF_001507395.1,gyrB,58
GCF_001509475.1,gyrB,609
GCF_001509485.1,gyrB,681
GCF_001509565.1,gyrB,545
GCF_001509775.1,gyrB,85
GCF_001509785.1,gyrB,634
GCF_001509795.1,gyrB,634
GCF_001513955.1,gyrB,477
GCF_001513975.1,gyrB,242
GCF_001513985.1,gyrB,455
GCF_001514045.1,gyrB,98
GCF_001514055.1,gyrB,475
GCF_001514065.1,gyrB,620
GCF_001514135.1,gyrB,117
GCF_001514145.1,gyrB,584
GCF_001514195.1,gyrB,102
GCF_001514235.1,gyrB,578
GCF_001514265.1,gyrB,157
GCF_001514305.1,gyrB,628
GCF_001531145.1,gyrB,374
GCF_001550215.1,gyrB,161
GCF_001550225.1,gyrB,161
GCF_001550235.1,gyrB,161
GCF_001550245.1,gyrB,161
GCF_001550295.1,gyrB,161
GCF_001550315.1,gyrB,296
GCF_001553435.1,gyrB,72
GCF_001553455.1,gyrB,51
GCF_001553475.1,gyrB,51
GCF_001570645.1,gyrB,72
GCF_001572115.1,gyrB,161
GCF_001577385.1,gyrB,92
GCF_001579685.1,gyrB,161
GCF_001592685.1,gyrB,218
GCF_001595515.1,gyrB,180
GCF_001598115.1,gyrB,85
GCF_001632865.1,gyrB,257
GCF_001636945.2,gyrB,686
GCF_001640565.1,gyrB,453
GCF_001650215.1,gyrB,453
GCF_001652895.1,gyrB,72
GCF_001661615.1,gyrB,113
GCF_001672315.1,gyrB,661
GCF_001685355.1,gyrB,286
GCF_001687325.1,gyrB,185
GCF_001693675.1,gyrB,123
GCF_001700505.1,gyrB,27
GCF_001704195.1,gyrB,5
GCF_001704635.1,gyrB,632
GCF_001705785.1,gyrB,72
GCF_001715295.1,gyrB,370
GCF_001723055.1,gyrB,50
GCF_001723075.1,gyrB,593
GCF_001723115.1,gyrB,8
GCF_001729485.1,gyrB,604
GCF_001735805.1,gyrB,247
GCF_001746285.1,gyrB,592
GCF_001746295.1,gyrB,276
GCF_001746305.1,gyrB,241
GCF_001746315.1,gyrB,10
GCF_001746365.1,gyrB,710
GCF_001746425.1,gyrB,679
GCF_001748165.1,gyrB,552
GCF_001751305.1,gyrB,596
GCF_001756925.1,gyrB,211
GCF_001767375.1,gyrB,149
GCF_001865315.1,gyrB,5
GCF_001865795.1,gyrB,110
GCF_001866665.1,gyrB,691
GCF_001866675.1,gyrB,668
GCF_001886595.1,gyrB,16
GCF_001895105.1,gyrB,586
GCF_001896135.2,gyrB,299
GCF_001905005.1,gyrB,500
GCF_001905125.1,gyrB,629
GCF_001905385.1,gyrB,349
GCF_001905405.1,gyrB,22
GCF_001905485.1,gyrB,462
GCF_001905505.1,gyrB,383
GCF_001905525.1,gyrB,29
GCF_001905575.1,gyrB,392
GCF_001905645.1,gyrB,531
GCF_001905785.1,gyrB,478
GCF_001905825.1,gyrB,444
GCF_001905855.1,gyrB,700
GCF_001905905.1,gyrB,499
GCF_001931635.1,gyrB,219
GCF_001941845.1,gyrB,409
GCF_001953875.1,gyrB,374
GCF_001953885.1,gyrB,243
GCF_001969965.1,gyrB,632
GCF_001983595.1,gyrB,326
GCF_001983975.1,gyrB,366
GCF_001984445.1,gyrB,53
GCF_002005225.1,gyrB,653
GCF_002005565.1,gyrB,448
GCF_002007685.1,gyrB,374
GCF_002017835.1,gyrB,117
GCF_002021875.1,gyrB,217
GCF_002028385.1,gyrB,364
GCF_002028425.1,gyrB,275
GCF_002078235.1,gyrB,540
GCF_002080455.1,gyrB,303
GCF_002082175.1,gyrB,2
GCF_002090335.1,gyrB,473
GCF_002094995.1,gyrB,200
GCF_002148965.1,gyrB,503
GCF_002150735.1,gyrB,486
GCF_002150845.1,gyrB,301
GCF_002154275.1,gyrB,85
GCF_002154385.1,gyrB,22
GCF_002154415.1,gyrB,114
GCF_002154555.1,gyrB,420
GCF_002154575.1,gyrB,19
GCF_002155725.1,gyrB,636
GCF_002155765.1,gyrB,296
GCF_002155885.1,gyrB,88
GCF_002155905.1,gyrB,106
GCF_002156055.1,gyrB,708
GCF_002156095.1,gyrB,238
GCF_002156145.1,gyrB,621
GCF_002188335.1,gyrB,425
GCF_002188345.1,gyrB,184
GCF_002188365.1,gyrB,191
GCF_002189675.2,gyrB,112
GCF_002192455.1,gyrB,206
GCF_002217715.1,gyrB,273
GCF_002224125.2,gyrB,493
GCF_002242805.1,gyrB,535
GCF_002251155.1,gyrB,106
GCF_002261115.1,gyrB,84
GCF_002277855.1,gyrB,239
GCF_002286695.1,gyrB,678
GCF_002289335.1,gyrB,5
GCF_002300315.1,gyrB,208
GCF_002317005.1,gyrB,5
GCF_002317025.1,gyrB,5
GCF_002317035.1,gyrB,5
GCF_002382885.1,gyrB,495
GCF_002551015.1,gyrB,362
GCF_002551045.1,gyrB,362
GCF_002551055.1,gyrB,362
GCF_002551065.1,gyrB,353
GCF_002551105.1,gyrB,37
GCF_002551135.1,gyrB,451
GCF_002551145.1,gyrB,21
GCF_002551175.1,gyrB,410
GCF_002551225.1,gyrB,371
GCF_002551235.1,gyrB,371
GCF_002551295.1,gyrB,29
GCF_002551305.1,gyrB,627
GCF_002551335.1,gyrB,619
GCF_002551345.1,gyrB,437
GCF_002551375.1,gyrB,225
GCF_002551415.1,gyrB,225
GCF_002551425.1,gyrB,306
GCF_002551435.1,gyrB,273
GCF_002551465.1,gyrB,556
GCF_002551475.1,gyrB,199
GCF_002591335.1,gyrB,333
GCF_002705685.1,gyrB,105
GCF_002705695.1,gyrB,35
GCF_002711365.1,gyrB,510
GCF_002727115.1,gyrB,83
GCF_002761895.1,gyrB,512
GCF_002797835.1,gyrB,690
GCF_002802945.1,gyrB,293
GCF_002803155.1,gyrB,183
GCF_002803175.1,gyrB,576
GCF_002803845.1,gyrB,139
GCF_002804165.1,gyrB,468
GCF_002812405.1,gyrB,366
GCF_002832675.1,gyrB,241
GCF_002844215.1,gyrB,204
GCF_002846455.1,gyrB,712
GCF_002879675.3,gyrB,295
GCF_002891295.1,gyrB,189
GCF_002891315.1,gyrB,240
GCF_002891435.1,gyrB,463
GCF_002891865.1,gyrB,587
GCF_002899455.1,gyrB,631
GCF_002910725.2,gyrB,5
GCF_002910775.2,gyrB,488
GCF_002910795.1,gyrB,92
GCF_002910815.1,gyrB,92
GCF_002910875.1,gyrB,268
GCF_002910905.1,gyrB,397
GCF_002910915.1,gyrB,612
GCF_002910935.1,gyrB,21
GCF_002910985.1,gyrB,21
GCF_002939385.1,gyrB,516
GCF_002939475.1,gyrB,83
GCF_002941025.1,gyrB,491
GCF_002943895.1,gyrB,218
GCF_002966105.1,gyrB,211
GCF_003013745.1,gyrB,348
GCF_003024215.1,gyrB,508
GCF_003032475.1,gyrB,701
GCF_003041235.1,gyrB,674
GCF_003046555.1,gyrB,695
GCF_003048205.2,gyrB,245
GCF_003073355.1,gyrB,163
GCF_003074055.1,gyrB,702
GCF_003112535.1,gyrB,716
GCF_003112555.1,gyrB,425
GCF_003112575.1,gyrB,213
GCF_003112595.1,gyrB,258
GCF_003116675.1,gyrB,360
GCF_003116715.1,gyrB,218
GCF_003116725.1,gyrB,347
GCF_003116755.1,gyrB,105
GCF_003116775.1,gyrB,410
GCF_003116795.1,gyrB,180
GCF_003122345.2,gyrB,211
GCF_003143855.1,gyrB,649
GCF_003143935.1,gyrB,555
GCF_003146615.1,gyrB,131
GCF_003147545.1,gyrB,37
GCF_003148825.1,gyrB,600
GCF_003173275.1,gyrB,614
GCF_003330865.1,gyrB,222
GCF_003344445.1,gyrB,286
GCF_003352445.1,gyrB,514
GCF_003353555.1,gyrB,22
GCF_003363195.1,gyrB,682
GCF_003367645.1,gyrB,326
GCF_003369795.1,gyrB,190
GCF_003387455.1,gyrB,330
GCF_003389455.1,gyrB,641
GCF_003428925.1,gyrB,204
GCF_003443735.1,gyrB,431
GCF_003454755.1,gyrB,123
GCF_003501885.1,gyrB,426
GCF_003568675.1,gyrB,373
GCF_003584815.1,gyrB,161
GCF_003595235.1,gyrB,455
GCF_003595545.1,gyrB,217
GCF_003610995.1,gyrB,347
GCF_003634815.1,gyrB,275
GCF_003665435.1,gyrB,549
GCF_003671675.1,gyrB,509
GCF_003671685.1,gyrB,327
GCF_003671715.1,gyrB,454
GCF_003671755.1,gyrB,381
GCF_003675955.1,gyrB,156
GCF_003687515.1,gyrB,92
GCF_003721215.1,gyrB,502
GCF_003751425.1,gyrB,652
GCF_003751985.1,gyrB,687
GCF_003752205.1,gyrB,479
GCF_003752275.1,gyrB,640
GCF_003814735.1,gyrB,275
GCF_003814765.1,gyrB,617
GCF_003851625.1,gyrB,657
GCF_003851665.1,gyrB,561
GCF_003865135.1,gyrB,66
GCF_003865155.1,gyrB,71
GCF_003933295.1,gyrB,132
GCF_003933485.1,gyrB,132
GCF_003933965.1,gyrB,611
GCF_003935055.1,gyrB,244
GCF_003945525.1,gyrB,442
GCF_003947265.2,gyrB,284
GCF_003947555.1,gyrB,269
GCF_003947575.1,gyrB,278
GCF_003947585.1,gyrB,226
GCF_003949535.1,gyrB,311
GCF_003949695.1,gyrB,85
GCF_003949805.1,gyrB,429
GCF_003949835.1,gyrB,180
GCF_003949875.1,gyrB,388
GCF_003949895.1,gyrB,187
GCF_003949905.1,gyrB,180
GCF_003950035.1,gyrB,311
GCF_003950055.1,gyrB,305
GCF_003955715.1,gyrB,232
GCF_003963535.1,gyrB,662
GCF_003970715.1,gyrB,68
GCF_003977835.1,gyrB,442
GCF_003977875.1,gyrB,539
GCF_003984905.1,gyrB,180
GCF_003984925.1,gyrB,180
GCF_003984935.1,gyrB,180
GCF_003984965.1,gyrB,180
GCF_003984975.1,gyrB,415
GCF_003989035.1,gyrB,353
GCF_003994375.1,gyrB,367
GCF_004000395.1,gyrB,339
GCF_004000405.1,gyrB,394
GCF_004028635.1,gyrB,23
GCF_004078575.1,gyrB,205
GCF_004104485.1,gyrB,399
GCF_004104505.1,gyrB,694
GCF_004115015.1,gyrB,694
GCF_004117935.1,gyrB,638
GCF_004122735.1,gyrB,688
GCF_004122755.1,gyrB,688
GCF_004124335.1,gyrB,5
GCF_004125245.1,gyrB,53
GCF_004125265.1,gyrB,573
GCF_004125275.1,gyrB,367
GCF_004125315.1,gyrB,294
GCF_004151105.1,gyrB,603
GCF_004195735.1,gyrB,92
GCF_004195745.1,gyrB,92
GCF_004195755.1,gyrB,93
GCF_004195775.1,gyrB,92
GCF_004195835.1,gyrB,5
GCF_004195845.1,gyrB,92
GCF_004195855.1,gyrB,5
GCF_004195885.1,gyrB,93
GCF_004195895.1,gyrB,398
GCF_004195935.1,gyrB,5
GCF_004195945.1,gyrB,92
GCF_004195955.1,gyrB,5
GCF_004195965.1,gyrB,5
GCF_004195995.1,gyrB,5
GCF_004196035.1,gyrB,110
GCF_004196045.1,gyrB,5
GCF_004196145.1,gyrB,92
GCF_004196155.1,gyrB,92
GCF_004196215.1,gyrB,92
GCF_004196225.1,gyrB,525
GCF_004217285.1,gyrB,542
GCF_004217355.1,gyrB,610
GCF_004320085.1,gyrB,386
GCF_004328625.1,gyrB,164
GCF_004334925.1,gyrB,187
GCF_004341025.1,gyrB,455
GCF_004364245.1,gyrB,298
GCF_004364395.1,gyrB,646
GCF_004522685.1,gyrB,305
GCF_004524875.1,gyrB,152
GCF_004563805.1,gyrB,322
GCF_004768505.1,gyrB,235
GCF_004794175.1,gyrB,200
GCF_004794665.1,gyrB,420
GCF_004795055.1,gyrB,655
GCF_004795115.1,gyrB,506
GCF_004795155.1,gyrB,330
GCF_004795715.1,gyrB,180
GCF_004803895.1,gyrB,297
GCF_005234185.1,gyrB,618
GCF_005405925.1,gyrB,61
GCF_005405965.1,gyrB,117
GCF_005406005.1,gyrB,117
GCF_005490965.1,gyrB,180
GCF_005517195.1,gyrB,643
GCF_005519465.1,gyrB,123
GCF_005768555.2,gyrB,373
GCF_005938145.1,gyrB,595
GCF_006088715.1,gyrB,476
GCF_006229535.1,gyrB,58
GCF_006516935.1,gyrB,494
GCF_006539185.1,gyrB,407
GCF_006547165.1,gyrB,137
GCF_006547175.1,gyrB,137
GCF_006547185.1,gyrB,137
GCF_006715785.1,gyrB,223
GCF_006715925.1,gyrB,229
GCF_006716135.1,gyrB,290
GCF_006782915.1,gyrB,290
GCF_006788935.1,gyrB,193
GCF_006974005.1,gyrB,333
GCF_007280575.1,gyrB,396
GCF_007280585.1,gyrB,396
GCF_007363395.1,gyrB,675
GCF_007677905.1,gyrB,329
GCF_007679265.1,gyrB,329
GCF_007679425.1,gyrB,329
GCF_007679945.1,gyrB,187
GCF_007827595.1,gyrB,209
GCF_007828695.1,gyrB,623
GCF_007829875.1,gyrB,320
GCF_007896895.1,gyrB,487
GCF_007896905.1,gyrB,228
GCF_007994955.1,gyrB,706
GCF_008016805.1,gyrB,237
GCF_008039505.1,gyrB,316
GCF_008042065.1,gyrB,294
GCF_008042075.1,gyrB,310
GCF_008042145.1,gyrB,585
GCF_008042155.1,gyrB,547
GCF_008086975.1,gyrB,198
GCF_008087005.1,gyrB,52
GCF_008120935.1,gyrB,215
GCF_008124905.1,gyrB,124
GCF_008124915.1,gyrB,124
GCF_008124975.1,gyrB,124
GCF_008124985.1,gyrB,124
GCF_008125035.1,gyrB,124
GCF_008180165.1,gyrB,263
GCF_008312835.1,gyrB,382
GCF_008386495.1,gyrB,196
GCF_008632535.1,gyrB,105
GCF_008632955.1,gyrB,279
GCF_008634015.1,gyrB,644
GCF_008634025.1,gyrB,65
GCF_008639045.1,gyrB,16
GCF_008639165.1,gyrB,16
GCF_008642275.1,gyrB,291
GCF_008642375.1,gyrB,543
GCF_008704445.1,gyrB,673
GCF_008704495.1,gyrB,15
GCF_008704515.1,gyrB,131
GCF_008704535.1,gyrB,30
GCF_008704555.1,gyrB,104
GCF_008704575.1,gyrB,393
GCF_008704655.1,gyrB,58
GCF_008704715.1,gyrB,419
GCF_008704795.1,gyrB,642
GCF_008704855.1,gyrB,78
GCF_008704935.1,gyrB,663
GCF_008704995.1,gyrB,147
GCF_008705135.1,gyrB,317
GCF_008705255.1,gyrB,203
GCF_008931305.1,gyrB,124
GCF_008932075.1,gyrB,96
GCF_008973465.1,gyrB,705
GCF_009184865.1,gyrB,522
GCF_009208535.1,gyrB,557
GCF_009299385.1,gyrB,218
GCF_009377175.1,gyrB,703
GCF_009377205.1,gyrB,277
GCF_009495655.1,gyrB,449
GCF_009604455.1,gyrB,601
GCF_009650765.1,gyrB,404
GCF_009739225.1,gyrB,216
GCF_009755605.1,gyrB,378
GCF_009796285.1,gyrB,689
GCF_009811555.1,gyrB,60
GCF_009811575.1,gyrB,74
GCF_009811595.1,gyrB,52
GCF_009811635.1,gyrB,54
GCF_009829585.1,gyrB,558
GCF_009832925.1,gyrB,265
GCF_009834105.1,gyrB,5
GCF_009834125.1,gyrB,402
GCF_009834145.1,gyrB,329
GCF_009846825.1,gyrB,434
GCF_009852415.1,gyrB,645
GCF_009857135.1,gyrB,615
GCF_009862025.1,gyrB,231
GCF_009862105.1,gyrB,188
GCF_009862115.1,gyrB,200
GCF_009862355.1,gyrB,152
GCF_009862365.1,gyrB,36
GCF_009862445.1,gyrB,124
GCF_009862465.1,gyrB,446
GCF_009862475.1,gyrB,188
GCF_009862505.1,gyrB,84
GCF_009862625.1,gyrB,354
GCF_009862685.1,gyrB,395
GCF_009862765.1,gyrB,420
GCF_009862865.1,gyrB,117
GCF_009862985.1,gyrB,685
GCF_009863035.1,gyrB,384
GCF_009863125.1,gyrB,433
GCF_009863145.1,gyrB,271
GCF_009863165.1,gyrB,188
GCF_009863235.1,gyrB,35
GCF_009863285.1,gyrB,510
GCF_009864805.1,gyrB,366
GCF_009864905.1,gyrB,410
GCF_009865135.1,gyrB,572
GCF_009865205.1,gyrB,565
GCF_009865365.1,gyrB,35
GCF_009865465.1,gyrB,188
GCF_009865475.1,gyrB,430
GCF_009865505.1,gyrB,325
GCF_009865565.1,gyrB,336
GCF_009865585.1,gyrB,683
GCF_009865595.1,gyrB,607
GCF_009866455.1,gyrB,8
GCF_009870085.1,gyrB,119
GCF_009872515.1,gyrB,249
GCF_009872555.1,gyrB,414
GCF_009872565.1,gyrB,485
GCF_009872615.1,gyrB,484
GCF_009936315.1,gyrB,86
GCF_010119355.1,gyrB,399
GCF_010384365.1,gyrB,368
GCF_010523235.1,gyrB,355
GCF_010548045.1,gyrB,184
GCF_010548115.1,gyrB,345
GCF_010548165.1,gyrB,511
GCF_010548175.1,gyrB,488
GCF_010548375.1,gyrB,233
GCF_010548385.1,gyrB,418
GCF_010548435.1,gyrB,319
GCF_010548465.1,gyrB,698
GCF_010548505.1,gyrB,307
GCF_010548615.1,gyrB,184
GCF_010548665.1,gyrB,401
GCF_010548705.1,gyrB,427
GCF_010548725.1,gyrB,622
GCF_010550325.1,gyrB,258
GCF_010550365.1,gyrB,698
GCF_010550405.1,gyrB,180
GCF_010550435.1,gyrB,665
GCF_010550525.1,gyrB,427
GCF_010550645.1,gyrB,693
GCF_010892295.1,gyrB,375
GCF_010993835.1,gyrB,449
GCF_011006355.1,gyrB,235
GCF_011008945.1,gyrB,504
GCF_011045025.1,gyrB,361
GCF_011055525.1,gyrB,200
GCF_011170105.1,gyrB,533
GCF_011170125.1,gyrB,293
GCF_011170145.1,gyrB,293
GCF_011290345.1,gyrB,227
GCF_011317205.1,gyrB,605
GCF_011650445.1,gyrB,149
GCF_011758705.1,gyrB,218
GCF_011800555.1,gyrB,333
GCF_011820545.1,gyrB,140
GCF_012184365.2,gyrB,5
GCF_012273495.1,gyrB,460
GCF_012927225.1,gyrB,304
GCF_012927245.1,gyrB,304
GCF_013046785.1,gyrB,546
GCF_013055795.1,gyrB,613
GCF_013167895.1,gyrB,45
GCF_013177615.1,gyrB,476
GCF_013307045.1,gyrB,124
GCF_013317105.1,gyrB,124
GCF_013345665.1,gyrB,366
GCF_013363455.1,gyrB,436
GCF_013363465.1,gyrB,26
GCF_013363475.1,gyrB,468
GCF_013363555.1,gyrB,5
GCF_013363575.1,gyrB,180
GCF_013363655.1,gyrB,283
GCF_013363665.1,gyrB,436
GCF_013363675.1,gyrB,193
GCF_013363735.1,gyrB,468
GCF_013364095.1,gyrB,274
GCF_013364155.1,gyrB,594
GCF_013364175.1,gyrB,369
GCF_013364315.1,gyrB,202
GCF_013364375.1,gyrB,214
GCF_013375055.1,gyrB,505
GCF_013394065.1,gyrB,469
GCF_013401535.1,gyrB,2
GCF_013409565.1,gyrB,45
GCF_013414305.1,gyrB,438
GCF_013423905.1,gyrB,624
GCF_013693715.1,gyrB,5
GCF_013870595.1,gyrB,452
GCF_014070435.1,gyrB,103
GCF_014076605.1,gyrB,375
GCF_014083905.1,gyrB,286
GCF_014138545.1,gyrB,290
GCF_014138735.1,gyrB,290
GCF_014138855.1,gyrB,399
GCF_014138905.1,gyrB,132
GCF_014191845.1,gyrB,490
GCF_014197485.1,gyrB,218
GCF_014202475.1,gyrB,221
GCF_014203475.1,gyrB,642
GCF_014203495.1,gyrB,332
GCF_014203505.1,gyrB,189
GCF_014203535.1,gyrB,692
GCF_014203545.1,gyrB,212
GCF_014203595.1,gyrB,654
GCF_014205035.1,gyrB,147
GCF_014205055.1,gyrB,435
GCF_014205255.1,gyrB,281
GCF_014205315.1,gyrB,156
GCF_014207295.1,gyrB,351
GCF_014216335.1,gyrB,293
GCF_014217585.1,gyrB,198
GCF_014253015.1,gyrB,343
GCF_014257025.1,gyrB,358
GCF_014280945.1,gyrB,472
GCF_014281035.1,gyrB,187
GCF_014495705.1,gyrB,462
GCF_014596915.1,gyrB,564
GCF_014646275.1,gyrB,715
GCF_014647695.1,gyrB,330
GCF_014648195.1,gyrB,155
GCF_014648615.1,gyrB,40
GCF_014648635.1,gyrB,270
GCF_014648655.1,gyrB,94
GCF_014648695.1,gyrB,63
GCF_014648795.1,gyrB,198
GCF_014648815.1,gyrB,389
GCF_014648875.1,gyrB,105
GCF_014648935.1,gyrB,293
GCF_014649015.1,gyrB,536
GCF_014649135.1,gyrB,709
GCF_014649195.1,gyrB,236
GCF_014649215.1,gyrB,193
GCF_014649315.1,gyrB,290
GCF_014649455.1,gyrB,317
GCF_014649475.1,gyrB,709
GCF_014649515.1,gyrB,288
GCF_014649535.1,gyrB,100
GCF_014649595.1,gyrB,692
GCF_014649635.1,gyrB,692
GCF_014649655.1,gyrB,714
GCF_014649675.1,gyrB,490
GCF_014649875.1,gyrB,199
GCF_014649895.1,gyrB,46
GCF_014649995.1,gyrB,527
GCF_014650075.1,gyrB,13
GCF_014650115.1,gyrB,447
GCF_014650135.1,gyrB,180
GCF_014650155.1,gyrB,335
GCF_014650215.1,gyrB,180
GCF_014650255.1,gyrB,490
GCF_014650315.1,gyrB,419
GCF_014650375.1,gyrB,104
GCF_014650435.1,gyrB,365
GCF_014650495.1,gyrB,122
GCF_014650515.1,gyrB,28
GCF_014650615.1,gyrB,332
GCF_014650695.1,gyrB,248
GCF_014650735.1,gyrB,590
GCF_014650775.1,gyrB,25
GCF_014650795.1,gyrB,124
GCF_014650835.1,gyrB,393
GCF_014650895.1,gyrB,440
GCF_014650935.1,gyrB,30
GCF_014651015.1,gyrB,569
GCF_014651075.1,gyrB,471
GCF_014651155.1,gyrB,330
GCF_014653855.1,gyrB,254
GCF_014654895.1,gyrB,644
GCF_014655335.1,gyrB,21
GCF_014655475.1,gyrB,253
GCF_014655715.1,gyrB,338
GCF_014656075.1,gyrB,670
GCF_014656095.1,gyrB,308
GCF_014656215.1,gyrB,252
