query,subject,identity,algn_length,mismatches,gap_opens,q_start,q_end,s_start,s_end,evalue,bit_score,q_cov,assembly_accession,name,symbol,attributes,status,product_accession
recA_16,NZ_CP029197.1,100.0,504,0,0,1,504,5884271,5884774,0.0,910.0,100,GCF_008639165.1,recombinase RecA,recA,,with_protein,WP_015036606.1
recA_390,NZ_CP029189.1,100.0,504,0,0,1,504,5536430,5536933,0.0,910.0,100,GCF_008642275.1,recombinase RecA,recA,,with_protein,WP_150259829.1
recA_978,NZ_CP029190.1,100.0,504,0,0,1,504,2038491,2037988,0.0,910.0,100,GCF_008642295.1,recombinase RecA,recA,,with_protein,WP_150207021.1
recA_865,NZ_CP029192.1,100.0,504,0,0,1,504,2440556,2440053,0.0,910.0,100,GCF_008642315.1,recombinase RecA,recA,,with_protein,WP_150215834.1
recA_520,NZ_CP029191.1,100.0,504,0,0,1,504,6029760,6030263,0.0,910.0,100,GCF_008642335.1,recombinase RecA,recA,,with_protein,WP_150186551.1
recA_677,NZ_CP029193.1,100.0,504,0,0,1,504,6146862,6147365,0.0,910.0,100,GCF_008642355.1,recombinase RecA,recA,,with_protein,WP_150172937.1
recA_796,NZ_CP029194.1,100.0,504,0,0,1,504,2356630,2356127,0.0,910.0,100,GCF_008642375.1,recombinase RecA,recA,,with_protein,WP_150265455.1
recA_566,NZ_CP023695.1,100.0,504,0,0,1,504,5937209,5937712,0.0,910.0,100,GCF_008704395.1,recombinase RecA,recA,,with_protein,WP_055529127.1
recA_380,NZ_CP023696.1,100.0,504,0,0,1,504,5161996,5162499,0.0,910.0,100,GCF_008704425.1,recombinase RecA,recA,,with_protein,WP_031127880.1
recA_637,NZ_CP023697.1,100.0,504,0,0,1,504,5781835,5782338,0.0,910.0,100,GCF_008704445.1,recombinase RecA,recA,,with_protein,WP_055605216.1
recA_15,NZ_CP023699.1,100.0,504,0,0,1,504,2865317,2864814,0.0,910.0,100,GCF_008704495.1,recombinase RecA,recA,,with_protein,WP_055555104.1
recA_137,NZ_CP023700.1,100.0,504,0,0,1,504,5993459,5993962,0.0,910.0,100,GCF_008704515.1,recombinase RecA,recA,,with_protein,WP_004982642.1
recA_30,NZ_CP023701.1,100.0,504,0,0,1,504,2147126,2146623,0.0,910.0,100,GCF_008704535.1,recombinase RecA,recA,,with_protein,WP_150517525.1
recA_104,NZ_CP023702.1,100.0,504,0,0,1,504,1828220,1827717,0.0,910.0,100,GCF_008704555.1,recombinase RecA,recA,,with_protein,WP_150487248.1
recA_559,NZ_CP023703.1,100.0,504,0,0,1,504,5883881,5884384,0.0,910.0,100,GCF_008704575.1,recombinase RecA,recA,,with_protein,WP_150473057.1
recA_57,NZ_CP023688.1,100.0,504,0,0,1,504,2544847,2544344,0.0,910.0,100,GCF_008704655.1,recombinase RecA,recA,,with_protein,WP_003983550.1
recA_342,NZ_CP023689.1,100.0,504,0,0,1,504,2819745,2819242,0.0,910.0,100,GCF_008704715.1,recombinase RecA,recA,,with_protein,WP_093747493.1
recA_713,NZ_CP023690.1,100.0,504,0,0,1,504,6930693,6931196,0.0,910.0,100,GCF_008704795.1,recombinase RecA,recA,,with_protein,WP_150513402.1
recA_77,NZ_CP023691.1,100.0,504,0,0,1,504,6428190,6428693,0.0,910.0,100,GCF_008704855.1,recombinase RecA,recA,,with_protein,WP_085925240.1
recA_690,NZ_CP023692.1,100.0,504,0,0,1,504,2017350,2016847,0.0,910.0,100,GCF_008704935.1,recombinase RecA,recA,,with_protein,WP_099889169.1
recA_154,NZ_CP023747.1,100.0,504,0,0,1,504,5523444,5523947,0.0,910.0,100,GCF_008704995.1,recombinase RecA,recA,,with_protein,WP_043444454.1
recA_426,NZ_CP023694.1,100.0,504,0,0,1,504,6829243,6829746,0.0,910.0,100,GCF_008705135.1,recombinase RecA,recA,,with_protein,WP_150483370.1
recA_233,NZ_CP029195.1,100.0,504,0,0,1,504,2168374,2167871,0.0,910.0,100,GCF_008705255.1,recombinase RecA,recA,,with_protein,WP_015036606.1
recA_361,NZ_VZRB01000022.1,100.0,504,0,0,1,504,30978,31481,0.0,910.0,100,GCF_008806595.1,recombinase RecA,recA,,with_protein,WP_150952464.1
recA_457,NZ_WBKG01000005.1,100.0,504,0,0,1,504,302202,301699,0.0,910.0,100,GCF_008868685.1,recombinase RecA,recA,,with_protein,WP_103552931.1
recA_591,NZ_VWMY01000012.1,100.0,504,0,0,1,504,181125,180622,0.0,910.0,100,GCF_008905045.1,recombinase RecA,recA,,with_protein,WP_151477630.1
recA_131,NZ_CP042324.1,100.0,504,0,0,1,504,6306907,6307410,0.0,910.0,100,GCF_008931305.1,recombinase RecA,recA,,with_protein,WP_011030442.1
recA_957,NZ_WBXN01000004.1,100.0,504,0,0,1,504,5401693,5402196,0.0,910.0,100,GCF_008973465.1,recombinase RecA,recA,,with_protein,WP_151786236.1
recA_1004,NZ_BBZI01000014.1,100.0,504,0,0,1,504,28017,28520,0.0,910.0,100,GCF_008974245.1,recombinase RecA,recA,,with_protein,WP_151775239.1
recA_817,NZ_VOKX01000029.1,100.0,504,0,0,1,504,27936,28439,0.0,910.0,100,GCF_009208535.1,recombinase RecA,recA,,with_protein,WP_004945402.1
recA_256,NZ_CP023693.1,100.0,504,0,0,1,504,5657284,5657787,0.0,910.0,100,GCF_009299385.1,recombinase RecA,recA,,with_protein,WP_062751894.1
recA_506,NZ_VJZD01000200.1,100.0,504,0,0,1,504,11145,11648,0.0,910.0,100,GCF_009377175.1,recombinase RecA,recA,,with_protein,WP_152893816.1
recA_997,NZ_VJZC01000291.1,100.0,504,0,0,1,504,2707,2204,0.0,910.0,100,GCF_009377185.1,recombinase RecA,recA,,with_protein,WP_152774755.1
recA_360,NZ_VJZE01000269.1,100.0,504,0,0,1,504,3283,2780,0.0,910.0,100,GCF_009377205.1,recombinase RecA,recA,,with_protein,WP_152788843.1
recA_638,NZ_CP045547.1,100.0,504,0,0,1,504,2392957,2392454,0.0,910.0,100,GCF_009495655.1,recombinase RecA,recA,,with_protein,WP_153177644.1
recA_759,NZ_CP045643.1,100.0,504,0,0,1,504,2789179,2788676,0.0,910.0,100,GCF_009498275.1,recombinase RecA,recA,,with_protein,WP_153288230.1
recA_647,NZ_WEGJ01000032.1,100.0,504,0,0,1,504,32687,32184,0.0,910.0,100,GCF_009604385.1,recombinase RecA,recA,,with_protein,WP_153456196.1
recA_918,NZ_WEGL01000008.1,100.0,504,0,0,1,504,32573,33076,0.0,910.0,100,GCF_009604455.1,recombinase RecA,recA,,with_protein,WP_153543609.1
recA_288,NZ_WPIR01000022.1,100.0,504,0,0,1,504,26969,27472,0.0,910.0,100,GCF_009739225.1,recombinase RecA,recA,,with_protein,WP_156698858.1
recA_1011,NZ_WHOM01000066.1,100.0,504,0,0,1,504,30650,31153,0.0,910.0,100,GCF_009739465.1,recombinase RecA,recA,,with_protein,WP_156726348.1
recA_579,NZ_CP034279.1,100.0,504,0,0,1,504,1767243,1766740,0.0,910.0,100,GCF_009739905.1,recombinase RecA,recA,,with_protein,WP_156691956.1
recA_401,NZ_WSRO01000002.1,100.0,504,0,0,1,504,6782087,6782590,0.0,910.0,100,GCF_009769735.1,recombinase RecA,recA,,with_protein,WP_160507581.1
recA_792,NZ_CP046905.1,100.0,504,0,0,1,504,5676231,5676734,0.0,910.0,100,GCF_009789635.1,recombinase RecA,recA,,with_protein,WP_158994754.1
recA_885,NZ_CP047020.1,100.0,504,0,0,1,504,6821327,6821830,0.0,910.0,100,GCF_009796285.1,recombinase RecA,recA,,with_protein,WP_158925507.1
recA_59,NZ_BLIN01000002.1,100.0,504,0,0,1,504,52948,52445,0.0,910.0,100,GCF_009811555.1,recombinase RecA,recA,,with_protein,WP_159469465.1
recA_72,NZ_BLIO01000001.1,100.0,504,0,0,1,504,2264012,2263509,0.0,910.0,100,GCF_009811575.1,recombinase RecA,recA,,with_protein,WP_190145551.1
recA_83,NZ_BLIP01000001.1,100.0,504,0,0,1,504,2246694,2246191,0.0,910.0,100,GCF_009811595.1,recombinase RecA,recA,,with_protein,WP_159485858.1
recA_53,NZ_BLIR01000001.1,100.0,504,0,0,1,504,1757262,1756759,0.0,910.0,100,GCF_009811635.1,recombinase RecA,recA,,with_protein,WP_159743060.1
recA_775,NZ_WUNA01000033.1,100.0,504,0,0,1,504,30841,31344,0.0,910.0,100,GCF_009827025.1,recombinase RecA,recA,,with_protein,WP_161068884.1
recA_820,NZ_RSEG01000016.1,100.0,504,0,0,1,504,31736,32239,0.0,910.0,100,GCF_009829585.1,recombinase RecA,recA,,with_protein,WP_159327938.1
recA_336,NZ_CP047140.1,100.0,504,0,0,1,504,2294391,2293888,0.0,910.0,100,GCF_009832925.1,recombinase RecA,recA,,with_protein,WP_159686231.1
recA_919,NZ_CP047147.1,100.0,504,0,0,1,504,5660060,5660563,0.0,910.0,100,GCF_009834105.1,recombinase RecA,recA,,with_protein,WP_008404190.1
recA_569,NZ_CP047146.1,100.0,504,0,0,1,504,7115592,7115089,0.0,910.0,100,GCF_009834125.1,recombinase RecA,recA,,with_protein,WP_159507740.1
recA_632,NZ_CP047144.1,100.0,504,0,0,1,504,5797257,5797760,0.0,910.0,100,GCF_009834145.1,recombinase RecA,recA,,with_protein,WP_145487456.1
recA_380,NZ_ASYR01000020.1,100.0,504,0,0,1,504,87032,86529,0.0,910.0,100,GCF_009834665.1,recombinase RecA,recA,,with_protein,WP_031127880.1
recA_5,NZ_ML956115.1,100.0,504,0,0,1,504,35656,36159,0.0,910.0,100,GCF_009846825.1,recombinase RecA,recA,,with_protein,WP_008404190.1
recA_299,NZ_WOXS01000002.1,100.0,504,0,0,1,504,6082644,6083147,0.0,910.0,100,GCF_009852415.1,recombinase RecA,recA,,with_protein,WP_159536106.1
recA_942,NZ_CP047318.1,100.0,504,0,0,1,504,6431146,6431649,0.0,910.0,100,GCF_009857135.1,recombinase RecA,recA,,with_protein,WP_159773680.1
recA_282,NZ_WWIX01000151.1,100.0,504,0,0,1,504,32819,32316,0.0,910.0,100,GCF_009862025.1,recombinase RecA,recA,pseudo,without_protein,
recA_208,NZ_WWGU01000018.1,100.0,504,0,0,1,504,29812,30315,0.0,910.0,100,GCF_009862105.1,recombinase RecA,recA,,with_protein,WP_014048714.1
recA_760,NZ_WWGS01000019.1,100.0,504,0,0,1,504,36108,36611,0.0,910.0,100,GCF_009862115.1,recombinase RecA,recA,,with_protein,WP_028419035.1
recA_1013,NZ_WWGX01000082.1,100.0,504,0,0,1,504,31932,32435,0.0,910.0,100,GCF_009862265.1,recombinase RecA,recA,,with_protein,WP_161228593.1
recA_36,NZ_WWGZ01000349.1,100.0,504,0,0,1,504,1253,750,0.0,910.0,100,GCF_009862355.1,recombinase RecA,recA,,with_protein,WP_015579006.1
recA_36,NZ_WWHD01000001.1,100.0,504,0,0,1,504,1931005,1930502,0.0,910.0,100,GCF_009862365.1,recombinase RecA,recA,,with_protein,WP_014153690.1
recA_131,NZ_WWHF01000001.1,100.0,504,0,0,1,504,6306795,6307298,0.0,910.0,100,GCF_009862445.1,recombinase RecA,recA,,with_protein,WP_011030442.1
recA_633,NZ_WWJA01000002.1,100.0,504,0,0,1,504,22831,23334,0.0,910.0,100,GCF_009862465.1,recombinase RecA,recA,,with_protein,WP_028443711.1
recA_208,NZ_WWJB01000075.1,100.0,504,0,0,1,504,4200,3697,0.0,910.0,100,GCF_009862475.1,recombinase RecA,recA,,with_protein,WP_014048714.1
recA_126,NZ_WWHH01000071.1,100.0,504,0,0,1,504,27387,26884,0.0,910.0,100,GCF_009862505.1,recombinase RecA,recA,,with_protein,WP_052860957.1
recA_492,NZ_WWHM01000668.1,100.0,504,0,0,1,504,19453,19956,0.0,910.0,100,GCF_009862625.1,recombinase RecA,recA,,with_protein,WP_111580778.1
recA_561,NZ_WWHN01000241.1,100.0,504,0,0,1,504,3297,2794,0.0,910.0,100,GCF_009862685.1,recombinase RecA,recA,,with_protein,WP_125207484.1
recA_727,NZ_WWHQ01000642.1,100.0,504,0,0,1,504,6061,6564,0.0,910.0,100,GCF_009862765.1,recombinase RecA,recA,,with_protein,WP_161221211.1
recA_123,NZ_WWIN01000001.1,100.0,504,0,0,1,504,3040743,3040240,0.0,910.0,100,GCF_009862865.1,recombinase RecA,recA,,with_protein,WP_010983929.1
recA_302,NZ_WWIQ01000009.1,100.0,504,0,0,1,504,204242,204745,0.0,910.0,100,GCF_009862985.1,recombinase RecA,recA,,with_protein,WP_010034756.1
recA_330,NZ_WWIR01000551.1,100.0,504,0,0,1,504,3676,3173,0.0,910.0,100,GCF_009863025.1,recombinase RecA,recA,,with_protein,WP_161182208.1
recA_550,NZ_WWIS01000318.1,100.0,504,0,0,1,504,1185,1688,0.0,910.0,100,GCF_009863035.1,recombinase RecA,recA,,with_protein,WP_161147479.1
recA_266,NZ_WWIV01000265.1,100.0,504,0,0,1,504,139986,139483,0.0,910.0,100,GCF_009863095.1,recombinase RecA,recA,,with_protein,WP_093832247.1
recA_615,NZ_WWJE01000019.1,100.0,504,0,0,1,504,26869,26366,0.0,910.0,100,GCF_009863125.1,recombinase RecA,recA,,with_protein,WP_093539371.1
recA_343,NZ_WWJD01000057.1,100.0,504,0,0,1,504,162850,162347,0.0,910.0,100,GCF_009863145.1,recombinase RecA,recA,,with_protein,WP_093692346.1
recA_208,NZ_WWJC01000036.1,100.0,504,0,0,1,504,270615,270112,0.0,910.0,100,GCF_009863165.1,recombinase RecA,recA,,with_protein,WP_014048714.1
recA_349,NZ_WWJJ01000017.1,100.0,504,0,0,1,504,510249,509746,0.0,910.0,100,GCF_009863235.1,recombinase RecA,recA,,with_protein,WP_028443711.1
recA_551,NZ_WWFZ01001043.1,100.0,504,0,0,1,504,2507,3010,0.0,910.0,100,GCF_009864805.1,recombinase RecA,recA,,with_protein,WP_069867894.1
recA_503,NZ_WWGC01000025.1,100.0,504,0,0,1,504,167608,168111,0.0,910.0,100,GCF_009864845.1,recombinase RecA,recA,,with_protein,WP_018535900.1
recA_578,NZ_WWGD01000001.1,100.0,504,0,0,1,504,32214,32717,0.0,910.0,100,GCF_009864905.1,recombinase RecA,recA,,with_protein,WP_032781097.1
recA_442,NZ_WWJW01000136.1,100.0,504,0,0,1,504,8776,9279,0.0,910.0,100,GCF_009865165.1,recombinase RecA,recA,,with_protein,WP_161236891.1
recA_442,NZ_WWJV01000662.1,100.0,504,0,0,1,504,11591,11088,0.0,910.0,100,GCF_009865175.1,recombinase RecA,recA,,with_protein,WP_161236891.1
recA_834,NZ_WWJZ01000481.1,100.0,504,0,0,1,504,11072,11575,0.0,910.0,100,GCF_009865205.1,recombinase RecA,recA,,with_protein,WP_161191251.1
recA_517,NZ_WWJS01000021.1,100.0,504,0,0,1,504,24920,24417,0.0,910.0,100,GCF_009865365.1,recombinase RecA,recA,,with_protein,WP_028443711.1
recA_589,NZ_WWJY01000543.1,100.0,504,0,0,1,504,5606,6109,0.0,910.0,100,GCF_009865405.1,recombinase RecA,recA,,with_protein,WP_161309387.1
recA_208,NZ_WWKF01000001.1,100.0,504,0,0,1,504,5489535,5490038,0.0,910.0,100,GCF_009865465.1,recombinase RecA,recA,,with_protein,WP_014048714.1
recA_612,NZ_WWKB01000301.1,100.0,504,0,0,1,504,43904,43401,0.0,910.0,100,GCF_009865475.1,recombinase RecA,recA,,with_protein,WP_043444454.1
recA_438,NZ_WWKE01001838.1,100.0,504,0,0,1,504,1128,625,0.0,910.0,100,GCF_009865505.1,recombinase RecA,recA,,with_protein,WP_161269179.1
recA_846,NZ_WWKC01000395.1,100.0,504,0,0,1,504,2605,2102,0.0,910.0,100,GCF_009865545.1,recombinase RecA,recA,,with_protein,WP_018105298.1
recA_460,NZ_WWKI01000399.1,100.0,504,0,0,1,504,28161,28664,0.0,910.0,100,GCF_009865565.1,recombinase RecA,recA,,with_protein,WP_030729233.1
recA_444,NZ_WWKG01000095.1,100.0,504,0,0,1,504,4823,5326,0.0,910.0,100,GCF_009865585.1,recombinase RecA,recA,,with_protein,WP_161287155.1
recA_931,NZ_WWKH01001078.1,100.0,504,0,0,1,504,7702,7199,0.0,910.0,100,GCF_009865595.1,recombinase RecA,recA,,with_protein,WP_161204495.1
recA_8,NZ_ML956172.1,100.0,504,0,0,1,504,64487,63984,0.0,910.0,100,GCF_009866455.1,recombinase RecA,recA,,with_protein,WP_012378752.1
recA_994,NZ_WWIA01000898.1,100.0,504,0,0,1,504,24076,24579,0.0,910.0,100,GCF_009870065.1,recombinase RecA,recA,,with_protein,WP_161305032.1
recA_125,NZ_WWIH01000011.1,100.0,504,0,0,1,504,31900,32403,0.0,910.0,100,GCF_009870085.1,recombinase RecA,recA,,with_protein,WP_020114115.1
recA_466,NZ_WWIE01000225.1,100.0,504,0,0,1,504,31451,31954,0.0,910.0,100,GCF_009870095.1,recombinase RecA,recA,,with_protein,WP_064730153.1
recA_310,NZ_WWIB01000037.1,100.0,504,0,0,1,504,8078,7575,0.0,910.0,100,GCF_009872515.1,recombinase RecA,recA,,with_protein,WP_121831081.1
recA_903,NZ_WWHZ01000180.1,100.0,504,0,0,1,504,1598,2101,0.0,910.0,100,GCF_009872535.1,recombinase RecA,recA,,with_protein,WP_161327263.1
recA_584,NZ_WWIC01000002.1,100.0,504,0,0,1,504,118560,118057,0.0,910.0,100,GCF_009872555.1,recombinase RecA,recA,,with_protein,WP_161361450.1
recA_703,NZ_WWID01000237.1,100.0,504,0,0,1,504,14475,13972,0.0,910.0,100,GCF_009872565.1,recombinase RecA,recA,,with_protein,WP_097972316.1
recA_701,NZ_WWIF01000016.1,100.0,504,0,0,1,504,222742,222239,0.0,910.0,100,GCF_009872615.1,recombinase RecA,recA,,with_protein,WP_018516340.1
recA_980,NZ_JAAAHS010000465.1,100.0,504,0,0,1,504,1915,1412,0.0,910.0,100,GCF_009908195.1,recombinase RecA,recA,,with_protein,WP_188133173.1
recA_86,NZ_AP019620.1,100.0,504,0,0,1,504,3616165,3615662,0.0,910.0,100,GCF_009936315.1,recombinase RecA,recA,,with_protein,WP_093465130.1
recA_616,NZ_VSDL01000020.1,100.0,504,0,0,1,504,68160,67657,0.0,910.0,100,GCF_010119355.1,recombinase RecA,recA,,with_protein,WP_128791976.1
recA_522,NZ_CP048397.1,100.0,504,0,0,1,504,5763306,5763809,0.0,910.0,100,GCF_010384365.1,recombinase RecA,recA,,with_protein,WP_164253038.1
recA_494,NZ_CP026490.1,100.0,504,0,0,1,504,5577116,5577619,0.0,910.0,100,GCF_010523235.1,recombinase RecA,recA,,with_protein,WP_023416669.1
recA_190,NZ_JAAGLK010000303.1,100.0,504,0,0,1,504,14614,14111,0.0,910.0,100,GCF_010548045.1,recombinase RecA,recA,,with_protein,WP_164341165.1
recA_442,NZ_JAAGLF010001589.1,100.0,504,0,0,1,504,22981,22478,0.0,910.0,100,GCF_010548075.1,recombinase RecA,recA,,with_protein,WP_161236891.1
recA_477,NZ_JAAGLJ010000209.1,100.0,504,0,0,1,504,16218,15715,0.0,910.0,100,GCF_010548115.1,recombinase RecA,recA,,with_protein,WP_165285795.1
recA_739,NZ_JAAGLO010000009.1,100.0,504,0,0,1,504,226987,226484,0.0,910.0,100,GCF_010548165.1,recombinase RecA,recA,,with_protein,WP_115726590.1
recA_708,NZ_JAAGLQ010000282.1,100.0,504,0,0,1,504,13628,14131,0.0,910.0,100,GCF_010548175.1,recombinase RecA,recA,,with_protein,WP_103491915.1
recA_326,NZ_JAAGLM010001372.1,100.0,504,0,0,1,504,998,495,0.0,910.0,100,GCF_010548215.1,recombinase RecA,recA,,with_protein,WP_164588192.1
recA_286,NZ_JAAGLY010000001.1,100.0,504,0,0,1,504,32285,32788,0.0,910.0,100,GCF_010548375.1,recombinase RecA,recA,,with_protein,WP_164420634.1
recA_593,NZ_JAAGMA010000866.1,100.0,504,0,0,1,504,6429,6932,0.0,910.0,100,GCF_010548385.1,recombinase RecA,recA,partial,with_protein,WP_164249198.1
recA_429,NZ_JAAGMB010000402.1,100.0,504,0,0,1,504,6338,6841,0.0,910.0,100,GCF_010548435.1,recombinase RecA,recA,,with_protein,WP_164140723.1
recA_660,NZ_JAAGMD010000274.1,100.0,504,0,0,1,504,3219,3722,0.0,910.0,100,GCF_010548465.1,recombinase RecA,recA,partial,with_protein,WP_164438243.1
recA_413,NZ_JAAGMH010000112.1,100.0,504,0,0,1,504,33006,33509,0.0,910.0,100,GCF_010548505.1,recombinase RecA,recA,,with_protein,WP_164617811.1
recA_938,NZ_JAAGMF010000091.1,100.0,504,0,0,1,504,428334,427831,0.0,910.0,100,GCF_010548515.1,recombinase RecA,recA,,with_protein,WP_164375247.1
recA_1000,NZ_JAAGMG010001065.1,100.0,504,0,0,1,504,15592,16095,0.0,910.0,100,GCF_010548525.1,recombinase RecA,recA,,with_protein,WP_164558700.1
recA_190,NZ_JAAGMK010000233.1,100.0,504,0,0,1,504,951,448,0.0,910.0,100,GCF_010548615.1,recombinase RecA,recA,partial,with_protein,WP_164257119.1
recA_568,NZ_JAAGMP010000066.1,100.0,504,0,0,1,504,911,408,0.0,910.0,100,GCF_010548665.1,recombinase RecA,recA,partial,with_protein,WP_164199177.1
recA_874,NZ_JAAGMR010000159.1,100.0,504,0,0,1,504,40465,39962,0.0,910.0,100,GCF_010548675.1,recombinase RecA,recA,,with_protein,WP_164188440.1
recA_190,NZ_JAAGMS010000397.1,100.0,504,0,0,1,504,15499,16002,0.0,910.0,100,GCF_010548705.1,recombinase RecA,recA,,with_protein,WP_164270250.1
recA_951,NZ_JAAGMT010000002.1,100.0,504,0,0,1,504,2635,2132,0.0,910.0,100,GCF_010548715.1,recombinase RecA,recA,,with_protein,WP_164624103.1
recA_487,NZ_JAAGMW010000592.1,100.0,504,0,0,1,504,14286,13783,0.0,910.0,100,GCF_010548725.1,recombinase RecA,recA,,with_protein,WP_100457905.1
recA_604,NZ_JAAGMQ010000425.1,100.0,504,0,0,1,504,3594,3091,0.0,910.0,100,GCF_010550325.1,recombinase RecA,recA,,with_protein,WP_108990708.1
recA_660,NZ_JAAGMU010001241.1,100.0,504,0,0,1,504,913,410,0.0,910.0,100,GCF_010550365.1,recombinase RecA,recA,partial,with_protein,WP_164337571.1
recA_186,NZ_JAAGMZ010000208.1,100.0,504,0,0,1,504,1145,642,0.0,910.0,100,GCF_010550405.1,recombinase RecA,recA,,with_protein,WP_019325768.1
recA_597,NZ_JAAGMY010000196.1,100.0,504,0,0,1,504,17518,17015,0.0,910.0,100,GCF_010550435.1,recombinase RecA,recA,,with_protein,WP_164344395.1
recA_306,NZ_JAAGNF010000480.1,100.0,504,0,0,1,504,8542,8039,0.0,910.0,100,GCF_010550505.1,recombinase RecA,recA,,with_protein,WP_009191027.1
recA_190,NZ_JAAGNH010001000.1,100.0,504,0,0,1,504,10474,10977,0.0,910.0,100,GCF_010550525.1,recombinase RecA,recA,partial,with_protein,WP_164220955.1
recA_293,NZ_JAAGNG010000310.1,100.0,504,0,0,1,504,386,889,0.0,910.0,100,GCF_010550535.1,recombinase RecA,recA,,with_protein,WP_164639448.1
recA_814,NZ_JAAGNI010000234.1,100.0,504,0,0,1,504,30220,30723,0.0,910.0,100,GCF_010550605.1,recombinase RecA,recA,,with_protein,WP_164400738.1
recA_412,NZ_JAAGNJ010000272.1,100.0,504,0,0,1,504,909,406,0.0,910.0,100,GCF_010550645.1,recombinase RecA,recA,partial,with_protein,WP_164441827.1
recA_546,NZ_CP048641.1,100.0,504,0,0,1,504,2506838,2506335,0.0,910.0,100,GCF_010669165.1,recombinase RecA,recA,,with_protein,WP_164319794.1
recA_536,NZ_JAAIKT010000100.1,100.0,504,0,0,1,504,29337,29840,0.0,910.0,100,GCF_010892295.1,recombinase RecA,recA,,with_protein,WP_037958160.1
recA_638,NZ_WHZR01000001.1,100.0,504,0,0,1,504,2126220,2125717,0.0,910.0,100,GCF_010993835.1,recombinase RecA,recA,,with_protein,WP_164382998.1
recA_119,NZ_CP048875.1,100.0,504,0,0,1,504,6206193,6206696,0.0,910.0,100,GCF_011006355.1,recombinase RecA,recA,,with_protein,WP_016470221.1
recA_731,NZ_WYCT01000043.1,100.0,504,0,0,1,504,2970,2467,0.0,910.0,100,GCF_011008945.1,recombinase RecA,recA,,with_protein,WP_164392196.1
recA_510,NZ_JAAKZX010000254.1,100.0,504,0,0,1,504,1880,1377,0.0,910.0,100,GCF_011045025.1,recombinase RecA,recA,,with_protein,WP_165344898.1
recA_228,NZ_WSTF01000014.1,100.0,504,0,0,1,504,107773,107270,0.0,910.0,100,GCF_011055525.1,recombinase RecA,recA,,with_protein,WP_028419035.1
recA_487,NZ_BLLM01000003.1,100.0,504,0,0,1,504,576333,576836,0.0,910.0,100,GCF_011170105.1,recombinase RecA,recA,,with_protein,WP_100457905.1
recA_487,NZ_BLLN01000005.1,100.0,504,0,0,1,504,1529266,1528763,0.0,910.0,100,GCF_011170125.1,recombinase RecA,recA,,with_protein,WP_100457905.1
recA_487,NZ_BLLO01000020.1,100.0,504,0,0,1,504,162433,162936,0.0,910.0,100,GCF_011170145.1,recombinase RecA,recA,,with_protein,WP_100457905.1
recA_471,NZ_CP049780.1,100.0,504,0,0,1,504,5631134,5631637,0.0,910.0,100,GCF_011193355.1,recombinase RecA,recA,,with_protein,WP_166002644.1
recA_274,NZ_CP049782.1,100.0,504,0,0,1,504,2325336,2324833,0.0,910.0,100,GCF_011290345.1,recombinase RecA,recA,,with_protein,WP_208680708.1
recA_927,NZ_WXVT01000001.1,100.0,504,0,0,1,504,2448371,2447868,0.0,910.0,100,GCF_011317205.1,recombinase RecA,recA,,with_protein,WP_165684655.1
recA_570,NZ_CP036534.1,100.0,504,0,0,1,504,5925401,5925904,0.0,910.0,100,GCF_011650445.1,recombinase RecA,recA,,with_protein,WP_031035466.1
recA_995,NZ_CP050177.1,100.0,504,0,0,1,504,1994038,1993535,0.0,910.0,100,GCF_011694815.1,recombinase RecA,recA,,with_protein,WP_167026108.1
recA_256,NZ_JAAMPB010000001.1,100.0,504,0,0,1,504,33658,33155,0.0,910.0,100,GCF_011758705.1,recombinase RecA,recA,,with_protein,WP_062751894.1
recA_1003,NZ_BLLG01000027.1,100.0,504,0,0,1,504,24153,23650,0.0,910.0,100,GCF_011766325.1,recombinase RecA,recA,,with_protein,WP_173267291.1
recA_453,NZ_JAALLH010000001.1,100.0,504,0,0,1,504,8126276,8126779,0.0,910.0,100,GCF_011800555.1,recombinase RecA,recA,,with_protein,WP_069867894.1
recA_146,NZ_CP050504.1,100.0,504,0,0,1,504,6390347,6390850,0.0,910.0,100,GCF_011820545.1,recombinase RecA,recA,,with_protein,WP_030608882.1
recA_756,NZ_JAATEM010000028.1,100.0,504,0,0,1,504,71068,70565,0.0,910.0,100,GCF_012034205.1,recombinase RecA,recA,,with_protein,WP_167997579.1
recA_979,NZ_JAATEL010000002.1,100.0,504,0,0,1,504,29810,30313,0.0,910.0,100,GCF_012034235.1,recombinase RecA,recA,,with_protein,WP_125498182.1
recA_829,NZ_JAATEN010000011.1,100.0,504,0,0,1,504,26781,27284,0.0,910.0,100,GCF_012034935.1,recombinase RecA,recA,,with_protein,WP_206320416.1
recA_501,NZ_CP050692.1,100.0,504,0,0,1,504,6298816,6299319,0.0,910.0,100,GCF_012044595.1,recombinase RecA,recA,,with_protein,WP_030796513.1
recA_5,NZ_WMKI02000001.1,100.0,504,0,0,1,504,2652502,2653005,0.0,910.0,100,GCF_012184365.2,recombinase RecA,recA,,with_protein,WP_008404190.1
recA_664,NZ_CP050976.1,100.0,504,0,0,1,504,6614648,6615151,0.0,910.0,100,GCF_012273495.1,recombinase RecA,recA,,with_protein,WP_168481673.1
recA_757,NZ_CP050975.1,100.0,504,0,0,1,504,6620056,6620559,0.0,910.0,100,GCF_012273515.1,recombinase RecA,recA,,with_protein,WP_168530531.1
